Battenberg	Tumor_Barcode	PGA	PGA_Subclonal	PGA_TETRA	PGA_LOH	PGA_Haploid_LOH	MCN	MCN_WGD	MCN_CHR	DPClust_Mutations	ASCAT_Purity	ASCAT_Ploidy	BB_Purity	BB_Ploidy	CCUBE_Purity	GOF	High_Purity	WGD_MP2_Number	WGD_MP2_Ratio	WGD_EVEN_Ratio	nWGD_CCF_MCluster	nWGD_CCF_MCluster_Detail	nWGD_Substantial_Segment	nWGD_Substantial_Segment_Detail	Super_Cluster_1	Super_Cluster_5	Super_Cluster_10	Homozoygous_Deletion	Homozoygous_Deletion2	Homozoygous_Deletion_Detail	DPCLUST_Detail	Cluster_ChrEnrich	Cluster_Signatures
Battenberg_0	TCGA-75-7030-01A	0.013873169003491052	0	0	0.013873169003491052	0.011531656503936975	0.0023415124995540787	nWGD	0	460	0.35	2.02865060524281	0.3402	1.88944103021161	0.3403008533124935	0.0926987863607329		0		0.002444865884621641	0		0		0	0	0	0	N		C1|0.65(0.62-0.67)|451	C1|chr7|0.09	C1|SBS6|0.85; ALL|SBS6|0.85
Battenberg_0	TCGA-50-5939-01A	0.295407751787618	0.12028390675752831	0	0.2774143474001263	0.25176881732447304	0.04363893446314496	nWGD	0	14822	0.31	1.77518856731175	0.32333	1.76126944001163	0.510077903984542	0.450725645259407		0		0.0258454980066956	0		0		0	0	0	0	N		C1|1.08(1.01-1.18)|13621; C2|0.42(0.40-1.08)|1107	C1|chr2|0.10; C2|chr2|0.11	C1|SBS40|0.85; C2|SBS2|0.88; ALL|SBS40|0.83
Battenberg_0	TCGA-44-2665-01A	0.24408026157952642	0.020553697187009706	0.026202575574184053	0.10893266591986463	0.1053548403707476	0.1458557140896011	nWGD	2	3813	0.39	2.25621692124833	0.40404	2.03169744809328	0.5718726839945295	0.225795678193011		0		0.02964645887667488	1	nMut = 144; Ratio = 0.04	0		0	0	0	0	N	chr19:1:0.77|chr9:1:1.15	C1|1.04(0.57-1.05)|3640; C2|0.55(0.50-1.05)|144	C1|chr1|0.09; C2|chr1|0.12	C1|SBS5|0.76; C2|SBS5|0.73; ALL|SBS5|0.76
Battenberg_0	TCGA-91-A4BC-01A	0.7996763895278383	0.2587059969563383	0.029952604317264774	0.473831302549133	0.04925956592241414	0.7504168236054242	WGD	18	82532	0.23	2.49248748976624	0.22471	2.73350640583824	0.3405819468642638	0.607417642736943		349	0.3839541547277937	0.393538572041673	0		7	chr1:31.1|chr3:26.57|chr8:18.64|chr16:36.1|chr16:13.49|chr22:14.85|chr22:19.83	0	0	0	0	N		C3|1.06(NA-NA)|82213	C3|chr5|0.09	C3|SBS4|0.96; ALL|SBS4|0.96
Battenberg_0	LU-69_tumor	0.9460539436890079	0.02294679793912123	0.2571133181473147	0.4475262343878509	0.012247601864052162	0.9332690530659135	WGD	22	67272	0.63	3.27040855946716	0.61992	3.10881551688362	0.6705888688351272	0.96775904207825		565	0.6690265486725664	0.6485322845353259	0		0		0	0	0	0	N	chr1:1:0.2|chr16:1:0.16|chr3:1:0.28|chr8:2:0.9	C3|1.03(1.03-1.04)|66959	C3|chr2|0.11	C3|SBS40|0.88; ALL|SBS40|0.88
Battenberg_0	TCGA-53-7626-01A	0.9333153944443794	0.09579150901074308	0.4169724992667432	0.25240431862950075	0	0.9495336034121237	WGD	22	94841	0.26	3.44299780124964	0.27066	3.39070044323254	0.33174263080182126	0.833990405760171		701	0.6647646219686163	0.7123898895282771	0		2	chrX:38.56|chrX:54.95	0	0	0	0	N		C2|1.07(NA-NA)|94424	C2|chr2|0.10	C2|SBS4|0.96; ALL|SBS4|0.96
Battenberg_0	TCGA-97-8174-01A	0.9509039466866759	0.1069437068631924	0.2855926609836417	0.16686910053051443	0	0.9509039466866759	WGD	22	27802	0.3	3.64520979112254	0.3123	3.61192834869334	0.3199514664907798	0.861544783725972		1345	0.3405204460966543	0.45865261622838926	0		0		0	0	0	0	N		C2|1.01(1.00-1.01)|27679	C2|chr4|0.10	C2|SBS40|0.83; ALL|SBS40|0.83
Battenberg_0	TCGA-44-8117-01A	0.8376602127900872	0.10472132201771164	0.1482891775050999	0.2829811328898998	0.04644672710959294	0.8004418246008845	WGD	18	133285	0.67	2.83227778757166	0.68407	2.69323622015688	0.8231957971642171	0.830167825687081		797	0.030112923462986198	0.40087935201152824	0		0		0	0	0	0	N	chr15:1:0.93|chr16:1:0.06	C3|0.98(NA-NA)|131338	C3|chr2|0.09	C3|SBS4|0.97; ALL|SBS4|0.97
Battenberg_0	EBUS050613BB	0.0019298229783684963	7.854430624541423e-5	0	0.0019298229783684963	7.854430624541423e-5	0.001851278672123082	nWGD	0	49	0.14	1.99193722184867	0.13818	1.95529974298405	0.5509921445004933	0.594015080113101		0		0.0019195540737167414	0		0		1	1	1	0	N		C2|1.60(1.19-2.73)|45	C2|chr1|0.24	C2|SBS5|0.53; ALL|SBS5|0.54
Battenberg_0	EBUS030713A	0.0028729776103294962	0.0028729776103294962	0	0.0011772646202463223	4.097369251695299e-5	0.0029857111150426723	nWGD	0	62	1	2.00240599014782	0.912	1.99716158877884	0.8386395765342239	0.0223905169575239	|ASCAT_Purity	0		0.001239487546586242	0		0		0	0	0	0	N		C3|0.22(0.18-0.49)|52	C3|chr1|0.17	C3|SBS5|0.63; ALL|SBS5|0.65
Battenberg_0	TCGA-55-A4DF-01A	0.9212559439472882	0.27831056257785175	0.10071725485507413	0.4627934572620376	0.02054895746938669	0.9006734863217231	WGD	21	96042	0.43	3.39075337714399	0.43215	3.21273365012825		0.658907933895397		6463	0.4194646449017484	0.400731083097738	0		0		0	0	0	0	N	chr13:1:0|chr15:1:0.09	C4|0.98(NA-NA)|93166; C5|0.39(NA-NA)|2603	C4|chr2|0.10; C5|chr6|0.13	C4|SBS2|0.69; C5|SBS2|0.79; ALL|SBS2|0.70
Battenberg_0	TCGA-55-8507-01A	0.6453675755654087	0.3241762134274098	0.06936864153771394	0.23619902765394085	0.021696149557725346	0.6236714260076833	WGD	13	166165	0.64	2.6779901348708	0.64704	2.61564951835499	0.8122979572547069	0.424319584179793		10225	0.3065036674816626	0.20821840439531966	0		4	chr6:13.64|chr8:34.98|chr10:91.91|chr17:21.29	0	0	0	0	N	chr17:1:1.6	C3|0.99(NA-NA)|154925; C5|0.36(NA-NA)|10121	C3|chr2|0.09; C5|chr11|0.11	C3|SBS4|0.96; C5|SBS40|0.92; ALL|SBS4|0.96
Battenberg_0	LU-FF4_tumor	0.6539463710184034	0.0049156451643282955	0.12030337449414849	0.27265056944269084	0.10287334622938733	0.5717311495044141	WGD	12	2228	0.14	2.5792053139819	0.14308	2.46164658894008	0.32621440822208836	0.969258160997573		0		0.30523224954072875	0		0		1	1	1	0	N		C2|1.38(1.34-1.42)|2201	C2|chr7|0.10	C2|SBS40|0.88; ALL|SBS40|0.88
Battenberg_0	EBUS240713A	0.9631145784833431	0.04956965306260454	0.6311231246715145	0.13920847343467946	0	0.9631062758790429	WGD	22	34224	0.31	4.32844018532013	0.31682	4.24803897427601		0.844083787207346		0		0.9471893127264958	0		0		0	0	0	0	N	chr3:1:0.02	C2|0.99(0.98-1.00)|33956	C2|chr2|0.10	C2|SBS4|0.96; ALL|SBS4|0.96
Battenberg_0	16MH0041_P2	0.9156343792598267	0.1343515467536923	0.39944166871749853	0.16771778948021235	0.001183603693527592	0.9112264831698409	WGD	21	23934	0.32	3.5389370465942	0.32384	3.52883812388852	0.30731796125281546	0.691443853303732		326	0.5	0.594958123001628	0		3	chr8:52.13|chr15:34.79|chr15:26.24	1	0	0	0	N	chr14:1:0	C1|1.67(0.98-1.70)|369; C2|0.98(0.92-1.08)|22590; C3|0.39(0.38-0.97)|892	C1|chrX|0.91; C2|chr4|0.09; C3|chr2|0.14	C1|SBS4|0.89; C2|SBS4|0.88; C3|SBS56|0.83; ALL|SBS4|0.87
Battenberg_0	TCGA-55-A493-01A	0.9338272424446906	0.05021867960219971	0.19057724225836856	0.35065083683386805	0.0030623292989700184	0.9284144469402476	WGD	22	60695	0.15	3.43028840806108	0.15435	3.36362424055419	0.19121101863253417	0.935117825599774		2074	0.18177434908389586	0.5929478852101716	0		0		1	1	1	0	N		C1|1.16(1.16-1.17)|60454	C1|chr2|0.10	C1|SBS40|0.83; ALL|SBS40|0.83
Battenberg_0	TCGA-55-A48Y-01A	0.33214257790573787	0.06515396376892771	0	0.16626002433121495	0.16170813178442553	0.17043444612131234	nWGD	2	38053	0.35	1.96036514137775	0.33775	1.9760915476138	0.5003321420760038	0.750355035160901		0		0.004765794828717897	0		3	chr2:17.75|chr6:10.69|chr11:26.88	0	0	0	0	N		C2|1.04(0.61-1.06)|31354; C3|0.60(0.59-1.05)|6497	C2|chr1|0.10; C3|chr1|0.11	C2|SBS2|0.76; C3|SBS2|0.81; ALL|SBS2|0.77
Battenberg_0	LU-FF53_tumor	0.9342336932508936	0.33053066362863653	0.09527996521178884	0.5467677783719795	0.0026161603541578924	0.9316175328967357	WGD	21	143591	0.43	3.62443198477369	0.41839	3.65969510939703		0.601076029425165		10897	0.42892539230981	0.5668623933884009	0		1	chr4:94.42	0	0	0	0	N		C1|1.04(NA-NA)|143107	C1|chr2|0.12	C1|SBS4|0.95; ALL|SBS4|0.95
Battenberg_0	TCGA-75-6203-01A	0.002599731021844027	0.002595191329518105	0	0.0025574792211824067	0.0018730249263944894	7.661481161469799e-4	nWGD	0	1388	1	2.08129569688604	0.91	2.07195274190314	0.5052666957349948	4.35907737199683e-4	|ASCAT_Purity	0		7.531013901449558e-4	0		1	chr20:54.14	0	0	0	0	N		C1|1.05(0.34-1.16)|418; C2|0.34(0.24-0.61)|960	C1|chrX|0.19; C2|chr1|0.11	C1|SBS1|0.81; C2|SBS1|0.78; ALL|SBS1|0.79
Battenberg_0	LU-F13_tumor	0.3627327033873047	0.04541025332671879	0	0.13455287979891045	0.07022954274941776	0.2540782581888317	nWGD	6	3256	0.77	2.29110877743347	0.78771	2.10841750803822	0.7461076311529166	0.444598949045482		0		0.0712968819229418	1	nMut = 482; Ratio = 0.15	0		0	0	0	0	N	chr9:2:0.52	C1|0.95(0.50-0.97)|2765; C2|0.49(0.46-0.96)|482	C1|chrX|0.13; C2|chrX|0.17	C1|SBS5|0.86; C2|SBS5|0.76; ALL|SBS5|0.86
Battenberg_0	TCGA-44-2656-01A	0.8922009920243792	0.31195097607325717	0.12516367634813377	0.3168144823681245	0.007273613192890685	0.8849273788314885	WGD	20	81360	0.31	3.21230688201435	0.3162	2.95899468302636	0.7763338627589715	0.605891680853313		14784	0.3208198051948052	0.4154260036594038	0		3	chr7:29.02|chr11:32.58|chr16:36.3	1	1	1	0	N		C1|1.27(NA-NA)|81036	C1|chr4|0.11	C1|SBS4|0.97; ALL|SBS4|0.97
Battenberg_0	TCGA-50-6591-01A	0.94645468961776	0.49595781588826243	0.14358814068684805	0.2789786705911348	0	0.9450312450999808	WGD	22	6274	0.91	4.41277380202273	0.91455	4.32372457982718		0.482589651085896		867	0.32987312572087657	0.26370487901839496	0		5	chr4:113.09|chr4:44.88|chr6:14.4|chr7:57.63|chr7:21.93	0	0	0	0	N		C2|0.98(0.96-0.99)|6168; C3|0.42(0.35-0.98)|77	C2|chrX|0.12; C3|chr19|0.17	C2|SBS40|0.84; C3|SBS40|0.62; ALL|SBS40|0.84
Battenberg_0	TCGA-73-4670-01A	0.8552404111736982	0.2985874106954142	0.18895219505600208	0.38244372117607356	0.026707953193252854	0.8186495485270912	WGD	19	64223	0.6	2.92034344296306	0.5982	2.78772656280199	0.7152583034953587	0.629759548805514		13889	0.6538267693858449	0.48070507374741633	0		1	chr8:30.67	0	0	0	0	N	chr17:1:1.16|chr9:1:4.76	C3|0.99(0.99-1.01)|62931; C5|0.33(0.31-0.99)|847	C3|chrX|0.11; C5|chr5|0.13	C3|SBS4|0.94; C5|SBS40|0.89; ALL|SBS4|0.93
Battenberg_0	LC2-tumor-1	0.8456794097052057	0.13663435644358388	0.05582987326435689	0.42383972846923046	0.041846060711198556	0.7961757687723409	WGD	17	9311	0.51	2.62421398264736	0.51918	2.65640693065401	0.7952976992684379	0.78301370453536		164	0.10365853658536585	0.4261105064359856	0		4	chr9:10.57|chr14:28.73|chr20:12.06|chr21:25.12	0	0	0	0	N		C1|0.99(0.92-1.01)|9217	C1|chr2|0.09	C1|SBS40|0.84; ALL|SBS40|0.84
Battenberg_0	TCGA-05-5429-01A	0.2868948714246976	0.18480929625052211	0	0.13611108516136639	0.11402767424343645	0.17141929186081314	nWGD	3	3447	0.64	2.07949352106191	0.6496	1.70364608128009	0.6401992654528231	0.108069080564203		0		0.022279538973924724	1	nMut = 339; Ratio = 0.1	0		0	0	0	1	Y	chr10:1:51.04|chr9:1:4.16	C1|0.97(0.51-0.99)|3078; C2|0.49(0.44-0.98)|339	C1|chr1|0.09; C2|chr14|0.12	C1|SBS1|0.75; C2|SBS6|0.69; ALL|SBS1|0.74
Battenberg_0	TCGA-86-8358-01A	0.8914643298056661	0.5797714958566202	0.18931508203911135	0.2646593687611968	0.018973186825325096	0.8715782147679851	WGD	22	182415	0.74	3.57463306590216	0.7622	3.21792246359845	0.7224459963355963	0.314996948946647		33076	0.6522554117789333	0.4107309695946875	0		7	chr2:80.89|chr4:24.18|chr6:28.97|chr10:14.83|chr13:17.5|chr18:13.05|chr20:10.33	0	0	0	0	N	chr18:3:2.25|chr2:1:0.19|chr21:1:0.14|chr3:3:0.23	C3|0.99(NA-NA)|176982; C5|0.31(NA-NA)|4232	C3|chr4|0.09; C5|chr5|0.11	C3|SBS4|0.96; C5|SBS40|0.93; ALL|SBS4|0.96
Battenberg_0	S01341_20100601_TPD_01.01	0.7297924544353217	0.019280389371073587	0.1043360271787315	0.17346443027359323	0.02656242933072751	0.712433748756812	WGD	16	8389	0.58	2.88460977052134	0.58696	2.80071820323417	0.5678042356143721	0.900498951203619		32	0.125	0.27595794961385006	0		1	chr15:84.86	0	0	0	0	N		C1|0.99(0.81-1.02)|6321; C3|0.32(0.31-0.81)|2014	C1|chr5|0.09; C3|chrX|0.09	C1|SBS40|0.77; C3|SBS13|0.77; ALL|SBS40|0.68
Battenberg_0	TCGA-44-2668-01A	0.9355435742965843	0.8090072917185747	0	0.3212209092527917	0.11084518097169897	0.8246983933248854	WGD	18	19590	0.25	2.6506462910862	0.24	2.24139819079448	0.6318729318040822	0.151924533939452		0		0.14415111428830457	0		15	chr2:12.99|chr2:78.86|chr5:46.41|chr6:73.86|chr7:159.09|chr9:54.93|chr9:10.06|chr10:133.57|chr11:78.91|chr12:71.66|chr13:95.86|chr15:12.9|chr15:12.93|chr16:36.23|chr19:44.31	1	1	1	0	N		C1|1.55(1.54-1.57)|19427	C1|chr5|0.13	C1|SBS4|0.94; ALL|SBS4|0.94
Battenberg_0	17MH0013_PF1	0.005465053180085536	0.005465053180085536	0	0.005465053180085536	0.004753212597486392	0	nWGD	0	108	1	1.97380104313456	0.938	1.9753265363762	0.5043488778845177	0.0320084417868449	|ASCAT_Purity	0		0	0		0		0	0	0	0	N	chrX:1:2.16	C3|0.17(0.15-0.19)|104	C3|chr3|0.12	C3|SBS5|0.71; ALL|SBS5|0.71
Battenberg_0	E01278101	0.13329185554581435	8.32281325345768e-5	0	0.09582146669114067	0.09383785736707491	0.041595366501513804	nWGD	0	44888	0.41	1.96392862723914	0.41287	1.95905340531205	0.584454804282197	0.970839936608558		0		9.104747473813433e-5	0		0		0	0	0	0	N		C3|0.98(0.96-1.06)|43325; C4|0.40(0.37-0.97)|1428	C3|chrX|0.09; C4|chr2|0.08	C3|SBS4|0.97; C4|SBS13|0.80; ALL|SBS4|0.96
Battenberg_0	LU-F2_tumor	0.20568536311195734	0.053304319607243675	0	0.20568536311195734	0.20080394969613516	0.004881413415822185	nWGD	0	991	0.26	1.70273303106046	0.25766	1.66759396907215	0.5842943147270171	0.262173926805793		0		0.0041406239714664676	0		1	chr5:181.11	1	1	1	0	N		C1|1.20(1.18-1.23)|988	C1|chr2|0.12	C1|SBS5|0.91; ALL|SBS5|0.91
Battenberg_0	TCGA-44-7660-01A	0.9310578438017258	0.4190913690931952	0.2890789829641002	0.3862773885515877	0	0.9310578438017258	WGD	22	61681	0.6	3.25902261695333	0.5976	3.16571183958467		0.441775593526185		10838	0.3776527034508212	0.7661850714407356	0		1	chr6:40.83	0	0	0	0	N		C5|0.98(0.95-1.02)|54875; C6|0.38(0.37-0.98)|6407	C5|chr2|0.10; C6|chr2|0.10	C5|SBS40|0.91; C6|SBS40|0.92; ALL|SBS40|0.92
Battenberg_0	TCGA-55-8085-01A	0.27564132677353065	0.025962284690574853	4.954324333745518e-4	0.09701138272997409	0.08419362603732215	0.19144120682660284	nWGD	1	42044	0.57	2.17589806851459	0.55803	2.09900521934387	0.7363165414931286	0.805043910548252		0		0.014046938479311362	0		0		0	0	0	0	N	chr19:1:0.02	C4|1.01(0.80-1.03)|40559; C5|0.79(0.35-1.02)|464; C6|0.31(0.28-0.81)|762	C4|chr2|0.09; C5|chr1|0.18; C6|chr2|0.10	C4|SBS40|0.80; C5|SBS40|0.78; C6|SBS40|0.86; ALL|SBS40|0.80
Battenberg_0	TCGA-55-A48X-01A	0.3089876561103896	0.013358637864288259	0	0.2605199599224216	0.22971649855337542	0.07788900259232628	nWGD	0	79164	0.28	1.86803778789568	0.287	1.78551345484186	0.44935837292620245	0.59358180557058		0		0.031463916096003894	0		2	chr6:28.36|chr6:24.12	0	0	0	0	N		C2|1.02(NA-NA)|75577	C2|chrX|0.11	C2|SBS4|0.96; ALL|SBS4|0.96
Battenberg_0	TCGA-97-8171-01A	0.2213419043887379	0.019022256712391404	0.03365910983333385	0.049993699098987814	0.04994850225334942	0.1713934021353885	nWGD	3	5426	0.92	2.24599591379743	0.92736	2.10503813405187	0.9310271148364594	0.899522501880258		0		0.03506596692424593	0		0		0	0	0	0	N	chr8:2:0.67	C1|0.99(0.81-1.01)|5243; C2|0.81(0.40-1.00)|78; C4|0.26(0.23-0.78)|80	C1|chr1|0.09; C2|chr2|0.09; C4|chr2|0.10	C1|SBS5|0.81; C2|SBS1|0.64; C4|SBS1|0.65; ALL|SBS5|0.80
Battenberg_0	LU-FF20_tumor	0.897072126985018	0.5436342357857541	0.10802098979665978	0.5411879400960558	0.09164991734921009	0.7959238854274249	WGD	18	6173	0.44	2.55581463531719	0.4268	2.64510749830041	0.44479738814435454	0.341615006409103		671	0.10432190760059612	0.46865702523285785	0		5	chr4:117|chr5:46.23|chr5:21.75|chr11:44.27|chr12:27.39	0	0	0	0	N	chr2:1:0.95	C1|0.95(0.69-0.97)|6139	C1|chr1|0.09	C1|SBS40|0.88; ALL|SBS40|0.88
Battenberg_0	LU-F31_tumor	0.24611590085840754	0.0863943181828458	0	0.22749671206597305	0.2201839067829845	0.02558719897609849	nWGD	0	1722	0.31	1.83341604883404	0.30597	1.76586906064072	0.4327934921292083	0.237623783206088		0		0.005957790529668175	0		5	chr6:22.59|chr6:34.07|chr6:10.78|chr6:25.64|chr15:12.42	0	0	0	1	Y	chr4:1:30.55	C3|1.06(1.04-1.07)|1712	C3|chr2|0.09	C3|SBS40|0.86; ALL|SBS40|0.86
Battenberg_0	LC1-tumor-3	0.9307877729379859	0.06230764668312459	0.01690474099359989	0.5982436959080009	8.461445427538535e-5	0.9284176970254835	WGD	22	12996	0.73	3.40579018555642	0.72124	3.28420778753532	0.7358050383808921	0.928967786272295		274	0.13138686131386862	0.2892557213290554	0		0		0	0	0	0	N		C1|1.01(1.00-1.02)|12927	C1|chrX|0.09	C1|SBS13|0.75; ALL|SBS13|0.75
Battenberg_0	U6SJ7ALP	0.12280948037703335	7.908795813152269e-5	0	0.04822512960047052	0.04818608857766024	0.0746233917993731	nWGD	1	26253	0.51	2.08042916767489	0.48807	2.12998818623596	0.6933452800662092	0.776504673203149		0		0	0		0		0	0	0	0	N		C2|0.99(0.98-1.01)|25477; C4|0.37(0.28-0.99)|596	C2|chr4|0.09; C4|chr21|0.11	C2|SBS4|0.96; C4|SBS40|0.84; ALL|SBS4|0.96
Battenberg_0	TCGA-05-4395-01A	0.9148238830045392	0.16119477170836782	0.08168867953733208	0.40299203570299885	0.0022167452612569436	0.9126071377432822	WGD	21	41487	0.61	3.20237551701341	0.61854	3.0935060808388	0.7705623422423347	0.807427242066095		1291	0.5290472501936483	0.36241541439760283	0		0		0	0	0	0	N		C4|1.02(1.01-1.02)|41327	C4|chr2|0.11	C4|SBS40|0.82; ALL|SBS40|0.82
Battenberg_0	TCGA-78-7162-01A	0.1758223065733737	0.010765857952822328	0	0.05797206391878912	0.05678206420093854	0.11889528105787207	nWGD	1	9971	0.29	2.13003181787148	0.29	2.02289291600599	0.4201671192841358	0.603743923028663		0		0.0012546787138931165	0		0		0	0	0	0	N	chr22:1:0.42	C1|1.04(0.67-1.06)|6851; C2|0.68(0.67-1.05)|3074	C1|chr2|0.11; C2|chr2|0.11	C1|SBS40|0.90; C2|SBS2|0.81; ALL|SBS40|0.87
Battenberg_0	TCGA-05-4420-01A	0.8900756001060649	0.35097463471881946	0.19255581319306167	0.16442288826030055	8.013101844890084e-4	0.8892742899215759	WGD	21	32304	0.6	3.69674614987109	0.6186	3.23075496450019	0.7821414304478189	0.53653211001018		4594	0.5304745319982586	0.41412088125931035	0		1	chr16:12.01	0	0	0	0	N		C2|1.03(1.02-1.04)|31880; C3|0.31(0.29-1.03)|331	C2|chr2|0.11; C3|chr1|0.08	C2|SBS4|0.98; C3|SBS45|0.96; ALL|SBS4|0.98
Battenberg_0	TCGA-55-8619-01A	0.20533090810916224	2.255491365497443e-4	0	0.1245187279079902	0.12327929292716328	0.05388394990908808	nWGD	0	2773	0.15	1.95782245148054	0.1431	1.9631860647187	0.22776322968949084	0.996953146924313		0		0.0012607131768860294	0		0		1	1	1	0	N		C2|1.22(1.21-1.24)|2761	C2|chrX|0.10	C2|SBS1|0.84; ALL|SBS1|0.84
Battenberg_0	EBUS070313A	0.9457064486867588	0.3658521671556007	0.08329498973158052	0.29716904519320686	0	0.9441313697502801	WGD	22	9523	0.42	4.7891325961722	0.43008	4.61640227927819		0.495135372557874		659	0.30197268588770865	0.09759658738720177	0		3	chr7:159.11|chr14:87.15|chr16:43.68	0	0	0	0	N	chr9:1:0.08	C3|1.00(1.00-1.01)|8560; C4|0.41(0.40-1.00)|908	C3|chrX|0.08; C4|chr2|0.12	C3|SBS2|0.76; C4|SBS2|0.78; ALL|SBS2|0.76
Battenberg_0	TCGA-78-7143-01A	0.4385880723885627	0.37022850379991895	0.03057322671575137	0.29370134974260903	0.16798607209989433	0.2851518177387594	nWGD	5	6046	0.7	2.35787564929114	0.6706	1.9284022798412	0.7174821260577544	0.0596898946537129		116	0.21551724137931033	0.13915391833009133	0		6	chr12:15.88|chr12:61.63|chr16:15.2|chr16:27.14|chr17:18.8|chr18:49.79	0	0	0	0	N	chr1:1:0.23	C1|1.04(0.65-1.09)|3100; C2|0.69(0.30-1.04)|180; C3|0.31(0.30-0.68)|2495	C1|chrX|0.10; C2|chr1|0.12; C3|chr7|0.11	C1|SBS40|0.87; C2|SBS40|0.69; C3|SBS2|0.74; ALL|SBS40|0.81
Battenberg_0	TCGA-MP-A4TC-01A	0.9453589673612701	0.26465107728732534	0.06635868626159287	0.5495129271795912	0	0.9453589673612701	WGD	22	49197	0.2	4.35747744513639	0.2046	4.19844609037692		0.668056227540122		5758	0.28238971865230983	0.19717001139482818	0		3	chr8:43.75|chr10:133.57|chr18:15.34	0	0	0	0	N		C2|1.07(1.07-1.07)|49040	C2|chr2|0.12	C2|SBS4|0.97; ALL|SBS4|0.97
Battenberg_0	17MH0013_2R	0.383308741073286	0.11422924603697487	0.015534601144448452	0.06379883696625946	0.059573991108551355	0.28916773561276743	nWGD	5	11846	0.49	2.30992523715247	0.49294	2.2381381478268	0.5780198400636719	0.661462832419529		0		0.01743874809437381	0		0		0	0	0	0	N	chr1:1:0.22	C2|1.02(0.85-1.04)|9438; C3|0.77(0.43-1.03)|292; C4|0.42(0.20-0.76)|456; C5|0.20(0.19-0.29)|1586	C2|chr5|0.10; C3|chr3|0.10; C4|chr5|0.11; C5|chr2|0.09	C2|SBS2|0.79; C3|SBS2|0.83; C4|SBS2|0.85; C5|SBS2|0.84; ALL|SBS2|0.80
Battenberg_0	TCGA-05-4382-01A	0.7326310625862688	0.3706085718030448	0.10259908759797867	0.2462290508658729	0.05532737175364876	0.67730369083262	WGD	14	289766	0.24	2.78398512816659	0.234	2.71489855783395	0.3743905620585743	0.471695125047888		16100	0.3720496894409938	0.26912523916639	0		4	chr1:32.75|chr10:42.25|chr16:43.69|chr22:34.83	0	0	0	0	N		C4|1.06(NA-NA)|287245	C4|chr2|0.11	C4|SBS4|0.96; ALL|SBS4|0.96
Battenberg_0	LU-FF3_tumor	0.564238304092331	0.47542638067938325	0	0.4230746943057379	0.2917034324696486	0.23621006312635962	nWGD	5	2463	0.23	2.02110373803423	0.23138	1.83820950257127	0.5375801584709308	0.110979450658659		0		0.1349912709839365	0		7	chr3:197.96|chr6:63|chr9:23.43|chr12:10.41|chr13:96.12|chr15:11.18|chrX:56.7	1	1	1	0	N		C2|1.25(1.23-1.26)|2452	C2|chr1|0.10	C2|SBS5|0.90; ALL|SBS5|0.90
Battenberg_0	TCGA-44-7670-01A	0.6373025468617188	0.40027038889175665	0.026970048502623776	0.3198100487024626	0.0491596264586356	0.614497805472814	WGD	11	200485	0.67	2.49596790071	0.65928	2.34061108013075	0.8136464920010559	0.265467857965029		4874	0.35248256052523597	0.325456171384653	0		11	chr1:14.48|chr1:12.97|chr3:80.51|chr6:13.11|chr8:28.75|chr8:88.27|chr12:13.67|chr12:32.46|chr12:22.79|chr14:42.57|chr17:56.55	0	0	0	0	Y	chr9:21:16.85	C2|1.00(NA-NA)|189509; C4|0.41(NA-NA)|8035	C2|chr2|0.10; C4|chrX|0.15	C2|SBS4|0.95; C4|SBS17b|0.77; ALL|SBS4|0.94
Battenberg_0	LC3-tumor-2	0.8921157222459286	0.46414449468260277	0.12020626829782831	0.2499635645976511	0.03185009766229213	0.8541010998463047	WGD	21	23848	1	4.25406133672509	1	3.61000509286781		0.420075778082612	BB_Purity|ASCAT_Purity	1790	0.47150837988826816	0.30740894140587993	0		7	chr5:16.71|chr6:15.42|chr16:24.65|chr19:39.21|chr20:25.44|chr20:14.98|chr21:15.5	0	0	0	0	N		C1|1.00(0.96-1.02)|23182; C2|0.61(0.59-1.00)|495	C1|chr1|0.08; C2|chrX|0.32	C1|SBS40|0.93; C2|SBS40|0.89; ALL|SBS40|0.93
Battenberg_0	TCGA-97-7937-01A	0.6854499310418104	0.4513780813921948	0.09959889162103894	0.22437334208826898	0.09989594781160606	0.5855539832302044	WGD	13	80244	0.61	2.82100382289464	0.61183	2.76578364097535	0.7795130453285603	0.255616222108849		8571	0.48827441372068603	0.23394769845575145	0		6	chr5:123.86|chr7:21.91|chr11:80.35|chr14:14.32|chr14:50.36|chr22:40.24	0	0	0	0	N		C3|1.00(NA-NA)|77646; C4|0.40(NA-NA)|2135	C3|chr2|0.10; C4|chr1|0.20	C3|SBS4|0.97; C4|SBS40|0.86; ALL|SBS4|0.96
Battenberg_0	TCGA-78-7146-01A	0.7069237876653575	0.14705209946918404	0.02285364157607564	0.2596417132225174	0.04285163291398439	0.6626771267497089	WGD	15	63016	0.67	2.79940702757063	0.66799	2.37321726105993	0.7981815942230377	0.66759790888448		911	0.44127332601536773	0.2061866877988262	0		2	chr3:11.37|chr3:79.94	0	0	0	0	N	chr16:1:0.37|chr9:1:0.31	C3|1.00(1.00-1.01)|62495	C3|chr2|0.10	C3|SBS4|0.89; ALL|SBS4|0.89
